Row ID;Order ID;Product ID;Sales
524;US-2017-139486;TEC-PH-10003555;55176
525;US-2017-139486;TEC-AC-10003832;6626
526;CA-2016-158792;OFF-FA-10002815;222
527;CA-2018-113558;FUR-CH-10003379;683952
528;CA-2018-113558;FUR-FU-10001756;45696
529;US-2016-138303;OFF-ST-10004963;36336
530;US-2016-138303;OFF-SU-10002881;666248
531;US-2016-138303;OFF-EN-10001335;52512
532;CA-2016-102848;FUR-CH-10000595;19072
533;US-2018-129441;FUR-FU-10000448;4794
534;CA-2017-168753;TEC-PH-10000984;97995
535;CA-2017-168753;OFF-BI-10002557;2275
536;CA-2017-126613;OFF-ST-10001325;16768
537;US-2018-122637;OFF-BI-10002429;42616
538;CA-2016-147851;OFF-BI-10004528;10752
539;CA-2016-134894;OFF-AP-10001271;15294
540;CA-2016-134894;FUR-CH-10002647;28392
541;CA-2015-140795;TEC-AC-10001432;4689
542;CA-2017-136924;TEC-PH-10002262;380864
543;US-2016-120161;OFF-ST-10001809;646776
544;CA-2015-103849;TEC-AC-10001465;58112
545;CA-2015-103849;TEC-PH-10002597;100792
546;CA-2015-103849;FUR-FU-10000723;66112
547;CA-2018-162929;OFF-BI-10000404;4128
548;CA-2018-162929;OFF-PA-10002986;1336
549;CA-2016-113173;OFF-ST-10000604;250272
550;CA-2016-113173;OFF-BI-10004738;11364
551;CA-2016-113173;OFF-SU-10001935;872
552;CA-2017-136406;FUR-CH-10002024;1121568
553;CA-2018-112774;FUR-FU-10003039;34504
554;CA-2018-101945;OFF-FA-10004248;10824
555;CA-2018-100650;OFF-ST-10001780;129578
556;CA-2015-155852;OFF-AR-10003560;19456
557;CA-2017-113243;OFF-LA-10001297;207
558;CA-2017-113243;FUR-TA-10004256;133568
559;CA-2017-113243;OFF-PA-10003441;324
560;CA-2018-118731;FUR-FU-10003347;426
561;CA-2018-118731;OFF-BI-10000069;84056
562;CA-2015-145576;OFF-AP-10003914;13
563;CA-2015-145576;FUR-FU-10004020;13128
564;CA-2016-130736;OFF-FA-10003467;396
565;CA-2016-130736;OFF-LA-10000634;261
